,MRK,NVAX,NVTA,BMRN,CTMX,BPMC,SGEN,ICLR,GILD,VXRT,EVT,ALLO,ALT,EXEL,DTIL,SAN,AGEN,MRNA,BLUE,INO,ZIOP,MTEM,MGNX,GH,EDIT,NSTG,ALNY,IQV,CRL,TXG,AMGN,SWTX,TCRR,IBRX,EXAS,ISEE,ADAP,SGMO,RAPT,REGN,FATE,TECH,QGEN,BIIB,PSNL,BGNE,ARCT,FGEN,LGND,BCRX,GMAB,VRTX,SYRS,ILMN,NTLA,VIR,CRSP,INCY,NTRA,TWST,BNTX,BBH,IDNA
2000-04-27,5645300,47100,,15100,,,,322000,633700,,,,,309500,,53800,7800,,,60800,,,,,,,,,,,12936000,,,,,,,107800,,218100,,96900,52700,1121600,,,,,187800,21500,,83500,,,,,,687000,,,,396100,
2000-04-28,8069000,73500,,56900,,,,44400,976200,,,,,211900,,144400,65400,,,20800,,,,,,,,,,,12969900,,,,,,,206300,,213300,,250000,38100,1840000,,,,,253800,52600,,298000,,,,,,1428300,,,,775900,
2000-05-01,5159000,106200,,28500,,,,26400,750200,,,,,578400,,119000,205200,,,25600,,,,,,,,,,,7822900,,,,,,,217000,,370500,,298600,47700,2018200,,,,,345600,30400,,400200,,,,,,1143800,,,,638100,
2000-05-02,4490200,73200,,11100,,,,258000,693600,,,,,680800,,141100,85200,,,22400,,,,,,,,,,,8039500,,,,,,,536400,,106600,,149000,34900,1222600,,,,,221400,289500,,544500,,,,,,873500,,,,487500,
2000-05-03,4003800,24700,,55200,,,,160400,394300,,,,,967000,,198000,107400,,,24000,,,,,,,,,,,6569700,,,,,,,88400,,145000,,99000,63100,713900,,,,,205800,52800,,307500,,,,,,555400,,,,456000,
2000-05-04,3406500,83800,,51600,,,,255200,1012300,,,,,242900,,171500,42600,,,134400,,,,,,,,,,,7953500,,,,,,,137600,,101800,,70600,92800,790100,,,,,198600,28400,,257100,,,,,,968900,,,,537300,
2000-05-05,3657300,16700,,149600,,,,310400,1306000,,,,,171300,,84100,36000,,,36800,,,,,,,,,,,7025100,,,,,,,65300,,96200,,199200,31400,977700,,,,,94800,32100,,309800,,,,,,1626700,,,,489600,
2000-05-08,4279300,11600,,46100,,,,87200,689900,,,,,206600,,146000,61200,,,75200,,,,,,,,,,,9295600,,,,,,,113800,,56900,,347100,35000,686500,,,,,129600,10600,,454000,,,,,,1272100,,,,626900,
2000-05-09,3683400,34400,,66400,,,,190800,892300,,,,,273500,,215200,72000,,,19200,,,,,,,,,,,6544300,,,,,,,86900,,60400,,113400,94100,755600,,,,,103800,24300,,2282900,,,,,,584100,,,,499000,
2000-05-10,4246100,36400,,51700,,,,63600,437500,,,,,302700,,156400,82800,,,19200,,,,,,,,,,,5981400,,,,,,,28600,,46300,,51600,98500,409800,,,,,358200,35200,,680700,,,,,,1212900,,,,379900,
2000-05-11,4024700,35900,,53600,,,,800,222300,,,,,177700,,279400,359400,,,17600,,,,,,,,,,,5714400,,,,,,,10800,,131200,,107000,70200,430100,,,,,264000,17600,,610900,,,,,,1102200,,,,276300,
2000-05-12,3040900,83000,,55400,,,,280400,354500,,,,,230800,,253400,61200,,,163200,,,,,,,,,,,4738900,,,,,,,36100,,153400,,60800,51200,719600,,,,,173400,34900,,580800,,,,,,572400,,,,282200,
2000-05-15,3196300,29300,,53700,,,,172000,242400,,,,,77100,,286000,60600,,,68800,,,,,,,,,,,6272200,,,,,,,40200,,47100,,140500,92000,553100,,,,,181800,41900,,316900,,,,,,556200,,,,444700,
2000-05-16,5115600,48700,,6400,,,,104800,470500,,,,,210900,,141500,64800,,,28800,,,,,,,,,,,8408500,,,,,,,51400,,79800,,88000,76700,678400,,,,,255600,10100,,268800,,,,,,1498400,,,,1000400,
2000-05-17,3357300,17500,,12300,,,,82000,699600,,,,,170400,,136100,107400,,,40000,,,,,,,,,,,4834700,,,,,,,21900,,57500,,30300,57900,821000,,,,,192000,14300,,327100,,,,,,647900,,,,478200,
2000-05-18,2850500,188200,,5900,,,,121600,505100,,,,,111600,,156100,104400,,,14400,,,,,,,,,,,4920200,,,,,,,19500,,42300,,116300,32300,900100,,,,,132600,13000,,673600,,,,,,1022200,,,,256600,
2000-05-19,7055400,45300,,718700,,,,142000,340200,,,,,225300,,359400,88200,,,25600,,,,,,,,,,,5703300,,,,,,,16800,,53200,,73600,14300,822400,,,,,105600,29100,,244800,,,,,,994000,,,,345500,
2000-05-22,6281600,24900,,30300,,,,26400,333400,,,,,371900,,61100,417000,,,41600,,,,,,,,,,,10503300,,,,,,,70700,,120900,,113800,78900,1108100,,,,,228600,78000,,170400,,,,,,658400,,,,638500,
2000-05-23,4847300,57800,,2200,,,,16000,545000,,,,,194400,,241200,61200,,,68800,,,,,,,,,,,7174300,,,,,,,95600,,105700,,118000,40100,1363200,,,,,183600,53600,,430700,,,,,,541800,,,,466100,
2000-05-24,7152900,46400,,21200,,,,73200,622300,,,,,230100,,240400,354000,,,43200,,,,,,,,,,,8013100,,,,,,,104800,,165000,,158000,132400,835500,,,,,462600,108500,,534500,,,,,,1176900,,,,1175100,
2000-05-25,4494300,21900,,76000,,,,35200,384600,,,,,221000,,249700,105600,,,17600,,,,,,,,,,,6319500,,,,,,,55300,,323800,,229600,61200,950200,,,,,282600,23400,,375700,,,,,,1029700,,,,786200,
2000-05-26,3418700,12500,,20100,,,,99200,998200,,,,,85500,,60000,34200,,,56000,,,,,,,,,,,3271000,,,,,,,22200,,128900,,127800,40100,368100,,,,,276600,73700,,240000,,,,,,727300,,,,281200,
2000-05-30,4346300,24000,,34600,,,,144400,906600,,,,,152900,,112800,46200,,,35200,,,,,,,,,,,5253800,,,,,,,145300,,131200,,186500,86000,861400,,,,,300600,16000,,584300,,,,,,646800,,,,225900,
2000-05-31,2828500,26000,,44800,,,,10000,187600,,,,,421000,,103100,36600,,,24000,,,,,,,,,,,7618000,,,,,,,169400,,68000,,245900,28100,902300,,,,,268800,16700,,627400,,,,,,575500,,,,676900,
2000-06-01,3847700,11900,,14800,,,,0,167400,,,,,218800,,263200,105000,,,9600,,,,,,,,,,,6144000,,,,,,,59700,,385300,,381600,44500,1364600,,,,,294000,45900,,653100,,,,,,527300,,,,359000,
2000-06-02,6217900,36200,,147300,,,,0,290300,,,,,142700,,203000,69600,,,38400,,,,,,,,,,,10113800,,,,,,,39800,,300800,,702800,80900,1492500,,,,,445200,48000,,1646400,,,,,,1094700,,,,543500,
2000-06-05,4437200,38100,,171300,,,,590400,261300,,,,,353200,,168700,93600,,,72000,,,,,,,,,,,6382900,,,,,,,83300,,70400,,647000,57100,1205500,,,,,334800,44700,,414800,,,,,,1460100,,,,909800,
2000-06-06,3271900,49600,,20200,,,,36000,333500,,,,,192000,,78300,204000,,,89600,,,,,,,,,,,6327000,,,,,,,313000,,205700,,644000,106400,1850100,,,,,534000,53200,,481400,,,,,,2307700,,,,874100,
2000-06-07,2676800,22900,,120100,,,,1200,434300,,,,,429400,,137600,30600,,,38400,,,,,,,,,,,3942800,,,,,,,164400,,104200,,245800,17500,926000,,,,,259800,27500,,896500,,,,,,1140500,,,,745800,
2000-06-08,2422000,33600,,39300,,,,24400,402600,,,,,166400,,179500,24000,,,9600,,,,,,,,,,,5272200,,,,,,,133800,,91400,,300400,23900,323200,,,,,139200,20400,,466800,,,,,,763100,,,,400400,
2000-06-09,2714100,43500,,63700,,,,89600,580100,,,,,308300,,121000,79800,,,91200,,,,,,,,,,,10110500,,,,,,,189000,,125700,,181100,25100,910200,,,,,215400,32000,,819200,,,,,,940500,,,,555600,
2000-06-12,2606800,31100,,72800,,,,15200,395100,,,,,266600,,69700,51000,,,22400,,,,,,,,,,,9648700,,,,,,,576700,,87900,,184400,19300,500700,,,,,300600,42500,,539700,,,,,,712200,,,,500400,
2000-06-13,4218500,64100,,25300,,,,9200,400600,,,,,195300,,154300,48000,,,25600,,,,,,,,,,,6875300,,,,,,,142200,,207300,,168000,47500,1222100,,,,,668400,21700,,264700,,,,,,442700,,,,513200,
2000-06-14,5639500,25900,,14000,,,,7200,155100,,,,,213700,,82900,45000,,,36800,,,,,,,,,,,4743400,,,,,,,115700,,81200,,1139100,45900,1214300,,,,,343200,15700,,540800,,,,,,528800,,,,420400,
2000-06-15,3750800,48400,,17700,,,,0,449600,,,,,64500,,251900,29400,,,9600,,,,,,,,,,,5766900,,,,,,,38000,,100800,,1080800,50300,4373900,,,,,141000,40100,,709400,,,,,,471200,,,,369000,
2000-06-16,10571300,37600,,18700,,,,800,629500,,,,,30100,,253400,68400,,,68800,,,,,,,,,,,8687700,,,,,,,75000,,106900,,767500,44100,1655200,,,,,205200,34500,,592200,,,,,,1011700,,,,768400,
2000-06-19,3294600,50500,,50100,,,,7600,345400,,,,,166300,,138400,63000,,,16000,,,,,,,,,,,6660500,,,,,,,142800,,68400,,720700,45000,2529000,,,,,245400,39300,,2057300,,,,,,2645600,,,,605200,
2000-06-20,3474700,83400,,48200,,,,0,781400,,,,,167700,,90400,63600,,,16000,,,,,,,,,,,8561200,,,,,,,175400,,112700,,867800,90000,1873600,,,,,380400,100600,,1626300,,,,,,2285200,,,,851100,
2000-06-21,3946900,47800,,40200,,,,15200,916000,,,,,520500,,90700,85200,,,78400,,,,,,,,,,,5478500,,,,,,,316200,,113600,,448200,83400,1536800,,,,,417000,35700,,971200,,,,,,1198400,,,,800100,
2000-06-22,3637800,43100,,62200,,,,26000,1013300,,,,,220400,,103100,43200,,,35200,,,,,,,,,,,5983000,,,,,,,479000,,132600,,448200,39200,1442900,,,,,490200,27200,,1285300,,,,,,1709700,,,,675000,
2000-06-23,4486300,78100,,30900,,,,25600,923800,,,,,79500,,48600,62400,,,19200,,,,,,,,,7986500,,3792200,,,,,,,79900,,113500,,404500,27000,1119100,,,,,197400,41100,,675800,,,,,,1683400,,,,796000,
2000-06-26,5238800,53900,,38200,,,,9200,502600,,,,,57600,,130200,99000,,,46400,,,,,,,,,1005000,,5719000,,,,,,,116200,,77300,,535100,106300,1719700,,,,,136200,165600,,925900,,,,,,2061500,,,,1231800,
2000-06-27,5985400,17500,,129100,,,,4000,443400,,,,,41200,,200700,58800,,,11200,,,,,,,,,421000,,5663500,,,,,,,91700,,59400,,652400,91400,1083300,,,,,158400,82300,,1472400,,,,,,1266400,,,,465500,
2000-06-28,3165400,26200,,60500,,,,10000,603700,,,,,193000,,100200,95400,,,78400,,,,,,,,,567500,,4754000,,,,,,,236300,,134000,,612100,78300,1289400,,,,,124200,106400,,543200,,,,,,1496300,,,,794200,
2000-06-29,5105100,17700,,115700,,,,6400,1000300,,,,,198200,,84900,97200,,,12800,,,,,,,,,140300,,4604000,,,,,,,206600,,222000,,572400,30900,1266900,,,,,418800,142500,,500600,,,,,,948800,,,,582400,
2000-06-30,7208800,38200,,446400,,,,10400,1595500,,,,,484300,,169800,169200,,,14400,,,,,,,,,528300,,6730700,,,,,,,138800,,580700,,996500,41900,3067900,,,,,218400,311300,,1196900,,,,,,1784700,,,,411900,
2000-07-03,2938400,3600,,56100,,,,39200,64300,,,,,52300,,42700,92400,,,20800,,,,,,,,,81800,,3186800,,,,,,,90000,,136800,,413200,45800,224800,,,,,126600,25100,,155400,,,,,,438100,,,,148100,
2000-07-05,4719900,13500,,168200,,,,88400,429100,,,,,159200,,114100,120600,,,76800,,,,,,,,,198800,,13114900,,,,,,,135500,,135200,,847400,27000,1716600,,,,,131400,55400,,1088300,,,,,,1898100,,,,879900,
2000-07-06,4545700,28200,,118700,,,,123600,493900,,,,,76400,,155800,202800,,,51200,,,,,,,,,155000,,9974600,,,,,,,100500,,157500,,736700,47200,1610500,,,,,169800,42600,,907800,,,,,,1097100,,,,1017200,
2000-07-07,3898600,33900,,212200,,,,465200,1233100,,,,,189900,,369200,274200,,,56000,,,,,,,,,302900,,9534800,,,,,,,661500,,346500,,480700,111800,683300,,,,,205800,41200,,1413000,,,,,,1047900,,,,729600,
2000-07-10,3827600,19400,,70200,,,,186400,554400,,,,,175800,,286100,75600,,,28800,,,,,,,,,65200,,7577600,,,,,,,524900,,275400,,465200,132800,733900,,,,,345000,59200,,627100,,,,,,890400,,,,853800,
2000-07-11,4470900,50000,,22700,,,,285600,553900,,,,,219300,,717300,243600,,,38400,,,,,,,,,325000,,6149300,,,,,,,288100,,312800,,416500,174500,1453000,,,,,253200,34300,,1224200,,,,,,1577300,,,,1019300,
2000-07-12,3692500,39500,,24200,,,,136000,992900,,,,,325800,,408000,146400,,,4800,,,,,,,,,244500,,5595100,,,,,,,198700,,284500,,313700,59400,696200,,,,,153600,226000,,709500,,,,,,898100,,,,702700,
2000-07-13,8088900,16900,,55500,,,,438800,941600,,,,,199600,,853600,114000,,,12800,,,,,,,,,199100,,8188600,,,,,,,459200,,91900,,354600,85400,1376300,,,,,282000,32600,,469800,,,,,,1109100,,,,890400,
2000-07-14,8261700,23900,,108000,,,,238800,292200,,,,,141700,,246900,58800,,,40000,,,,,,,,,93900,,6284100,,,,,,,196200,,122800,,601000,65550,880200,,,,,208800,23300,,648500,,,,,,1114700,,,,597500,
2000-07-17,10377900,19100,,46400,,,,6400,394900,,,,,88300,,222500,87000,,,32000,,,,,,,,,499600,,6009900,,,,,,,83600,,245800,,768100,526800,1753800,,,,,257400,38400,,523500,,,,,,1091300,,,,618000,
2000-07-18,6626900,12200,,65300,,,,196400,283000,,,,,77600,,217800,44400,,,38400,,,,,,,,,299500,,6063000,,,,,,,117500,,233500,,231700,492800,779500,,,,,184200,36500,,391900,,,,,,1238500,,,,366700,
2000-07-19,6582000,23300,,52800,,,,258000,283600,,,,,24900,,109600,48000,,,51200,,,,,,,,,202700,,6572200,,,,,,,177300,,137800,,272600,221700,930800,,,,,179400,30600,,218400,,,,,,1067000,,,,420300,
2000-07-20,5513400,91900,,32300,,,,9600,358300,,,,,34700,,146900,326400,,,62400,,,,,,,,,25900,,5608100,,,,,,,205900,,187200,,309500,142200,698900,,,,,246600,32300,,466300,,,,,,634500,,,,1012000,
2000-07-21,7748900,26000,,31800,,,,18800,191600,,,,,29900,,87000,116400,,,14400,,,,,,,,,69400,,15289500,,,,,,,125000,,314700,,295500,139900,527000,,,,,182400,23400,,593500,,,,,,609100,,,,387100,
2000-07-24,13724200,18900,,17300,,,,800,326600,,,,,120400,,102700,106800,,,14400,,,,,,,,,366400,,8720300,,,,,,,280200,,101700,,342000,115100,723300,,,,,135600,27900,,456000,,,,,,375700,,,,1091000,
2000-07-25,10830900,24300,,28500,,,,0,267700,,,,,89600,,110300,40800,,,12800,,,,,,,,,82200,,5172100,,,,,,,387900,,123800,,413500,102100,676100,,,,,121800,37500,,429700,,,,,,873600,,,,756200,
2000-07-26,5834000,47200,,152400,,,,33600,432000,,,,,145000,,271200,30600,,,12800,,,,,,,,,196700,,9597200,,,,,,,222100,,148700,,657000,151500,1238500,,,,,217200,28800,,606400,,,,,,673600,,,,761500,
2000-07-27,4029000,35900,,32200,,,,39600,269600,,,,,101200,,118500,118800,,,558400,,,,,,,,,212200,,13737000,,,,,,,73100,,125200,,255500,63700,1106800,,,,,151800,31000,,324200,,,,,,399100,,,,681800,
2000-07-28,4158900,37700,,38200,,,,29600,464300,,,,,115400,,118200,90600,,,171200,,,,,,,,,109000,,8268400,,,,,,,55900,,94600,,289600,600300,1616200,,,,,162000,34700,,193500,,9307600,,,,737600,,,,558800,
2000-07-31,3736900,34200,,60300,,,,17600,486900,,,,,95200,,177900,61800,,,124800,,,,,,,,,437600,,6788200,,,,,,,113400,,114600,,394700,320900,906500,,,,,392400,78000,,172100,,1240900,,,,561200,,,,811300,
2000-08-01,4608200,11500,,24000,,,,5600,1753200,,,,,110500,,98000,23400,,,129600,,,,,,,,,170000,,9298200,,,,,,,330500,,98200,,419800,214500,1183700,,,,,463200,106000,,679900,,608100,,,,876900,,,,732400,
2000-08-02,4514400,11800,,82900,,,,19200,966500,,,,,87400,,213000,72600,,,118400,,,,,,,,,54500,,7762200,,,,,,,206400,,48400,,177200,525000,1714500,,,,,134400,82100,,236700,,428200,,,,534500,,,,396600,
2000-08-03,4325300,56900,,53100,,,,2800,742900,,,,,44900,,156800,96600,,,81600,,,,,,,,,351900,,5829000,,,,,,,75900,,140900,,196900,153800,877100,,,,,162600,92200,,463900,,684000,,,,531800,,,,700600,
2000-08-04,3145200,16700,,56000,,,,0,678800,,,,,129400,,241700,28800,,,20800,,,,,,,,,91700,,5847600,,,,,,,82600,,154200,,251800,60300,459100,,,,,231000,68800,,550000,,642100,,,,662000,,,,610900,
2000-08-07,3865100,84000,,128800,,,,0,473200,,,,,92800,,153100,38400,,,28800,,,,,,,,,422500,,7908000,,,,,,,86600,,88000,,307000,620900,789400,,,,,236400,36900,,808900,,282800,,,,615500,,,,802700,
2000-08-08,4049400,17600,,53600,,,,1200,760800,,,,,44900,,80400,151200,,,25600,,,,,,,,,138100,,6420100,,,,,,,219700,,71500,,180700,293400,545600,,,,,184200,33100,,376300,,164800,,,,483000,,,,533800,
2000-08-09,6206800,23400,,27700,,,,52400,505000,,,,,56400,,206300,55800,,,19200,,,,,,,,,126100,,5265800,,,,,,,249600,,121100,,699600,81600,311700,,,,,112200,38300,,456700,,163400,,,,623600,,,,547700,
2000-08-10,4293200,40400,,26400,,,,0,385300,,,,,125900,,273500,49800,,,35200,,,,,,,,,117500,,4668700,,,,,,,332600,,65400,,573300,218400,617000,,,,,172800,21800,,406300,,328900,,,,965800,,,,659500,
2000-08-11,2850500,102300,,59800,,,,222400,385200,,,,,67600,,619700,100500,,,33600,,,,,,,,,54500,,4336700,,,,,,,79200,,102900,,340600,226200,916900,,,,,100800,10500,,527100,,197400,,,,510200,,,,649900,
2000-08-14,2343800,40400,,82800,,,,118400,191900,,,,,27600,,190700,30100,,,25600,,,,,,,,,72300,,3320500,,,,,,,152900,,69000,,426300,228600,602200,,,,,161400,14600,,467600,,236700,,,,204600,,,,377700,
2000-08-15,2990400,29600,,147800,,,,64000,239000,,,,,34700,,494300,103800,,,8000,,,,,,,,,396200,,5147100,,,,,,,85300,,1766600,,2088900,221200,387300,,,,,385200,13300,,303600,,153500,,,,401500,,,,371700,
2000-08-16,2228400,25200,,114500,,,,8800,351500,,,,,53000,,778500,16200,,,16000,,,,,,,,,160700,,4312000,,,,,,,109400,,457800,,526000,66500,764100,,,,,298800,28600,,757000,,277100,,,,649200,,,,865700,
2000-08-17,2645700,32000,,58300,,,,13600,370300,,,,,37600,,142700,93600,,,56000,,,,,,,,,92200,,5090600,,,,,,,145100,,170200,,549500,218200,684200,,,,,372600,17500,,816000,,243600,,,,3308200,,,,353200,
2000-08-18,4057600,55900,,53100,,,,28000,341400,,,,,22800,,716100,25200,,,9600,,,,,,,,,214500,,5871600,,,,,,,52000,,95900,,347200,135600,495200,,,,,408600,23800,,789800,,82400,,,,1265900,,,,277900,
2000-08-21,2341000,12800,,13900,,,,0,451800,,,,,42200,,230700,105600,,,24000,,,,,,,,,183200,,4673300,,,,,,,61500,,156800,,288200,729500,280500,,,,,388800,22200,,637300,,157200,,,,772600,,,,425400,
2000-08-22,2758100,50800,,38600,,,,0,791000,,,,,25400,,384800,69000,,,28800,,,,,,,,,56000,,5550200,,,,,,,130100,,135100,,230700,437300,596800,,,,,230400,21400,,732500,,181300,,,,644400,,,,1028200,
2000-08-23,3119100,29200,,51200,,,,0,768900,,,,,298800,,254500,48600,,,30400,,,,,,,,,149200,,7099700,,,,,,,270600,,122900,,957700,520200,598500,,,,,242400,24300,,1200000,,166200,,,,2021400,,,,381300,
2000-08-24,2691500,21600,,11100,,,,20000,551100,,,,,65100,,169000,64800,,,6400,,,,,,,,,101800,,6144800,,,,,,,196000,,199700,,461600,294500,679200,,,,,646200,84700,,2092200,,107000,,,,2234200,,,,649300,
2000-08-25,2468600,50100,,89300,,,,0,755100,,,,,157100,,161200,126000,,,60800,,,,,,,,,35000,,6089400,,,,,,,89700,,92400,,309200,140400,898700,,,,,570600,38300,,1020100,,279200,,,,1741200,,,,714300,
2000-08-28,2862000,28600,,11400,,,,0,362500,,,,,31300,,114300,93600,,,312000,,,,,,,,,47600,,4627700,,,,,,,87100,,58200,,221100,115600,769600,,,,,559800,34000,,1279300,,159600,,,,737200,,,,326700,
2000-08-29,2973600,103500,,28600,,,,400,598100,,,,,82200,,130800,61800,,,102400,,,,,,,,,92100,,5194100,,,,,,,191600,,72600,,201500,170700,575600,,,,,261000,48000,,717200,,86200,,,,679100,,,,663700,
2000-08-30,3018700,98200,,5800,,,,4400,343100,,,,,56600,,171500,15000,,,60800,,,,,,,,,72500,,4622300,,,,,,,201600,,104500,,121100,266400,505800,,,,,174000,18800,,468100,,421400,,,,718200,,,,497600,
2000-08-31,5251100,112200,,39000,,,,48800,576600,,,,,134200,,127300,73800,,,76800,,,,,,,,,18200,,7785200,,,,,,,186800,,206200,,156000,325100,635800,,,,,256800,47900,,1050200,,445300,,,,1697200,,,,823700,
2000-09-01,3626500,60500,,8400,,,,44000,246100,,,,,214700,,140800,85800,,,88000,,,,,,,,,40800,,4917600,,,,,,,261100,,136400,,260300,395600,1226700,,,,,347400,13300,,918700,,188100,,,,735200,,,,464700,
2000-09-05,5885200,46100,,41200,,,,4800,635800,,,,,147100,,81900,141600,,,76800,,,,,,,,,57400,,7469600,,,,,,,110200,,154800,,220600,252500,703800,,,,,201000,14600,,765200,,96000,,,,1827400,,,,518300,
2000-09-06,4766500,31700,,19200,,,,5200,942000,,,,,271300,,130600,66000,,,40000,,,,,,,,,58300,,9203300,,,,,,,210200,,74200,,250300,106900,847600,,,,,144600,26400,,1390800,,221500,,,,1473200,,,,530800,
2000-09-07,5074700,53900,,22600,,,,123600,1171400,,,,,48400,,186900,67800,,,30400,,,,,,,,,62200,,7854100,,,,,,,148100,,89700,,168400,246700,570700,,,,,171600,53100,,512000,,162400,,,,1034900,,,,1307300,
2000-09-08,4810400,31100,,96200,,,,13600,428700,,,,,114700,,201000,34800,,,27200,,,,,,,,,124500,,8089800,,,,,,,83900,,41500,,183800,411000,941500,,,,,160800,29500,,1253900,,176500,,,,720600,,,,635200,
2000-09-11,2633100,39500,,50100,,,,66000,532600,,,,,236300,,125700,24600,,,36800,,,,,,,,,48000,,6646200,,,,,,,90800,,103800,,209600,346700,1088900,,,,,278400,16300,,1022200,,300800,,,,1191700,,,,802400,
2000-09-12,2940300,34800,,12500,,,,156400,215700,,,,,64700,,196800,33600,,,52800,,,,,,,,,43900,,4767700,,,,,,,159300,,66400,,161700,344100,572300,,,,,180600,16500,,2181600,,123900,,,,838500,,,,888300,
2000-09-13,3446400,55600,,3700,,,,8000,354900,,,,,217900,,110300,27000,,,81600,,,,,,,,,190600,,5692500,,,,,,,171600,,82200,,129700,58300,509100,,,,,190200,16100,,3575500,,308700,,,,1248500,,,,577000,
2000-09-14,3125900,73000,,40500,,,,30400,627400,,,,,128300,,221600,39000,,,30400,,,,,,,,,25200,,21630800,,,,,,,175000,,184600,,146400,50600,612700,,,,,312000,102200,,2854200,,137900,,,,2720500,,,,564200,
2000-09-15,5327000,26200,,20600,,,,1200,726400,,,,,191600,,76600,32400,,,16000,,,,,,,,,72200,,12453900,,,,,,,146500,,261900,,121700,240200,792900,,,,,189000,80000,,1197900,,116100,,,,1083500,,,,458400,
2000-09-18,2419500,22100,,35900,,,,594800,603400,,,,,192000,,90800,64800,,,24000,,,,,,,,,128000,,5783700,,,,,,,123900,,207600,,139500,303400,553000,,,,,272400,151700,,1288900,,171000,,,,845600,,,,760400,
2000-09-19,3270300,26100,,11500,,,,14800,681300,,,,,113300,,228800,46800,,,44800,,,,,,,,,96800,,6249100,,,,,,,158600,,68400,,97300,320800,871400,,,,,263400,467900,,629700,,283600,,,,847800,,,,499800,
2000-09-20,3723100,43200,,14300,,,,400,337300,,,,,107100,,182400,34200,,,25600,,,,,,,,,94700,,5918400,,,,,,,522600,,264800,,125700,267700,1036300,,,,,178200,556900,,1056300,,241600,,,,813700,,,,696800,
2000-09-21,4322300,123200,,33400,,,,36000,538600,,,,,93100,,190400,24000,,,12800,,,,,,,,,75000,,4976100,,,,,,,178800,,81000,,104500,45400,1265600,,,,,83400,157000,,701500,,36200,,,,754900,,,,772000,
2000-09-22,6371400,85500,,51900,,,,21600,999400,,,,,120600,,641600,63600,,,20800,,,,,,,,,179400,,7185400,,,,,,,28600,,136800,,234100,203100,1191700,,,,,265200,91400,,1050700,,87200,,,,1760000,,,,756600,
2000-09-25,3997700,36100,,13800,,,,11200,1129500,,,,,202700,,378000,29400,,,20800,,,,,,,,,247300,,6932500,,,,,,,56100,,72700,,284600,134400,1206400,,,,,183600,251600,,1307600,,267400,,,,1577600,,,,1067400,
2000-09-26,4353900,51400,,10400,,,,150000,1428100,,,,,141300,,322500,34800,,,19200,,,,,,,,,122900,,5887200,,,,,,,243400,,82800,,124500,302700,1172700,,,,,192600,118800,,992400,,299600,,,,1499900,,,,772900,
2000-09-27,4091000,28700,,28800,,,,109200,625700,,,,,109200,,319700,132600,,,19200,,,,,,,,,387300,,5427600,,,,,,,274500,,108600,,178500,365200,983100,,,,,195600,360700,,893100,,74100,,,,1131800,,,,816600,
2000-09-28,5549300,26600,,33600,,,,16400,1028600,,,,,149900,,421200,135600,,,30400,,,,,,,,,140800,,7519100,,,,,,,293500,,189200,,244700,63300,954600,,,,,235200,200500,,1682300,,54900,,,,1649000,,,,687400,
2000-09-29,5181300,81900,,219300,,,,800,930700,,,,,336400,,158800,103200,,,12800,,,,,,,,,148000,,5732900,,,,,,,243500,,225000,,310600,44200,579600,,,,,158400,193300,,1096300,,235000,,,,1203800,,,,1078600,
2000-10-02,4408700,40800,,7400,,,,2000,503200,,,,,151500,,93500,33600,,,25600,,,,,,,,,108100,,8224700,,,,,,,90600,,685500,,218000,54500,1367300,,,,,280200,87300,,787600,,45800,,,,798400,,,,697800,
2000-10-03,4873600,54000,,2000,,,,35600,620100,,,,,85500,,425600,66000,,,44800,,,,,,,,,54500,,5578400,,,,,,,1279500,,130200,,118800,35500,1424700,,,,,206400,26000,,938700,,80900,,,,938600,,,,1168900,
2000-10-04,5067900,24200,,7200,,,,134400,691500,,,,,380500,,108000,35400,,,17600,,,,,,,,,17600,,8179500,,,,,,,298900,,106300,,135900,94100,569800,,,,,315600,18900,,1608600,,194000,,,,891600,,,,1395000,
2000-10-05,4273600,20200,,7800,,,,800,523800,,,,,299600,,231700,29400,,,118400,,,,,,,,,93500,,4932400,,,,,,,175600,,160500,,144800,71000,680400,,,,,484800,24000,,935500,,143100,,,,1505800,,,,684500,
2000-10-06,4797500,27700,,11700,,,,4000,960200,,,,,327400,,145100,25800,,,33600,,,,,,,,,71000,,6830400,,,,,,,530700,,112300,,108000,134500,551600,,,,,439800,36200,,1769200,,271600,,,,883300,,,,1007600,
2000-10-09,4131200,36600,,16900,,,,26000,614500,,,,,1102500,,90300,32400,,,16000,,,,,,,,,46600,,3295700,,,,,,,142600,,105800,,71900,299400,883300,,,,,223800,25900,,1136800,,573700,,,,1045300,,,,1028900,
2000-10-10,6121300,6800,,3600,,,,3200,564800,,,,,2537300,,106100,22200,,,17600,,,,,,,,,110300,,7811600,,,,,,,97300,,96000,,220800,631400,1371800,,,,,177600,61300,,1204000,,344500,,,,1379000,,,,791300,
2000-10-11,5655100,19300,,7100,,,,4400,389300,,,,,632900,,840600,137400,,,22400,,,,,,,,,65200,,7110600,,,,,,,245900,,101400,,273400,588400,1570800,,,,,217800,305300,,919500,,74500,,,,1779900,,,,1417600,
